id,sensor,mac_address,unidade_medida,valor,latitude,longitude,status,timestamp
484,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.497783Z
485,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.500851Z
486,umidade,00:1B:44:11:3A:B7,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.504331Z
487,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.509055Z
488,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.513283Z
489,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.519507Z
490,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.529639Z
491,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.535539Z
492,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.538822Z
493,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.543650Z
494,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.547832Z
495,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.551578Z
496,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.555358Z
497,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.560145Z
498,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.565793Z
499,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.569030Z
500,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.572420Z
501,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.577495Z
502,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.583398Z
503,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.587018Z
504,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.590690Z
505,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.595951Z
506,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.599813Z
507,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.604091Z
508,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.608211Z
509,umidade,00:1B:44:11:3A:B9,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.612538Z
510,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.616237Z
511,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.619435Z
512,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.622646Z
513,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.628186Z
514,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.631885Z
515,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.635385Z
516,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.638805Z
517,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.643211Z
518,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.646953Z
519,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.651229Z
520,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.654364Z
521,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.657831Z
522,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.662107Z
523,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.668300Z
524,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.671347Z
525,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.675386Z
526,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.679420Z
527,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.684306Z
528,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.688489Z
529,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.693478Z
530,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.697875Z
531,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.701489Z
532,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.704582Z
533,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.708123Z
534,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.712423Z
535,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.716672Z
536,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.719910Z
537,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.723122Z
538,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.728153Z
539,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.732873Z
540,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.736766Z
541,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.740206Z
542,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.744915Z
543,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.748802Z
544,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.752457Z
545,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.755983Z
546,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.761863Z
547,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.766218Z
548,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.769457Z
549,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.772292Z
550,umidade,00:1B:44:11:3A:B7,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.778584Z
551,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.783404Z
552,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.786433Z
553,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.790658Z
554,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,False,2025-06-11T21:55:49.796451Z
555,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.801272Z
556,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.810450Z
557,umidade,00:1B:44:11:3A:B7,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.816418Z
558,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.819870Z
559,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.823764Z
560,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.829603Z
561,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.833397Z
562,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.837002Z
563,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,False,2025-06-11T21:55:49.856093Z
564,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.862172Z
565,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.867048Z
566,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.871083Z
567,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.875519Z
568,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.880588Z
569,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.884184Z
570,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.902897Z
571,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.906135Z
572,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.912452Z
573,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.916803Z
574,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.920880Z
575,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.927908Z
576,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.935740Z
577,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.944588Z
578,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.949571Z
579,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.952672Z
580,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.955991Z
581,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.961672Z
582,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-11T21:55:49.965943Z
583,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-11T21:55:49.969001Z
584,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.972353Z
585,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-11T21:55:49.977558Z
586,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.981888Z
587,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,False,2025-06-11T21:55:49.985610Z
588,umidade,00:1B:44:11:3A:B8,%,,-23.55052,-46.633308,False,2025-06-11T21:55:49.989559Z
589,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,True,2025-06-11T21:55:49.996376Z
590,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,False,2025-06-11T21:55:50.000714Z
591,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,True,2025-06-11T21:55:50.004604Z
592,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-11T21:55:50.010604Z
593,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-11T21:55:50.016264Z
594,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,False,2025-06-11T21:55:50.020143Z
595,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,True,2025-06-11T21:55:50.024126Z
596,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,False,2025-06-11T21:55:50.029607Z
597,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-11T21:55:50.033363Z
598,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-11T21:55:50.038306Z
599,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,True,2025-06-11T21:55:50.046645Z
600,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-11T21:55:50.052811Z
601,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-11T21:55:50.060893Z
602,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,False,2025-06-11T21:55:50.066001Z
603,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,False,2025-06-11T21:55:50.121495Z
604,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,False,2025-06-11T21:55:50.127434Z
605,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:56.933850Z
606,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:56.937249Z
607,contador,00:1B:44:11:3A:BA,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:56.941955Z
608,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:56.945688Z
609,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:56.949922Z
610,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:56.953327Z
611,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:56.959016Z
612,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:56.965768Z
613,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:56.969251Z
614,contador,00:1B:44:11:3A:B7,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:56.972573Z
615,contador,00:1B:44:11:3A:B7,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:56.977727Z
616,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:56.983824Z
617,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:56.986893Z
618,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:56.991812Z
619,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:56.996176Z
620,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.001209Z
621,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.010370Z
622,contador,00:1B:44:11:3A:BA,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.015526Z
623,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.019737Z
624,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.027542Z
625,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.032468Z
626,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.035660Z
627,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.039045Z
628,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.045136Z
629,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.049921Z
630,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.053718Z
631,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.059237Z
632,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.064534Z
633,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.068818Z
634,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.074290Z
635,contador,00:1B:44:11:3A:BA,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.082153Z
636,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.086338Z
637,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.091448Z
638,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.095854Z
639,contador,00:1B:44:11:3A:BA,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.099467Z
640,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.104176Z
641,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.109121Z
642,contador,00:1B:44:11:3A:B7,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.113201Z
643,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.117551Z
644,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.122551Z
645,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.127557Z
646,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.133492Z
647,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.137793Z
648,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.142606Z
649,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.147171Z
650,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.152620Z
651,contador,00:1B:44:11:3A:B7,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.156377Z
652,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.161061Z
653,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.165361Z
654,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.169262Z
655,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.172946Z
656,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.178068Z
657,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.183145Z
658,contador,00:1B:44:11:3A:BA,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.186732Z
659,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.191096Z
660,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.194967Z
661,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.199805Z
662,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.235931Z
663,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.239987Z
664,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.244299Z
665,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.248478Z
666,contador,00:1B:44:11:3A:BA,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.252158Z
667,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.255407Z
668,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.260045Z
669,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.264183Z
670,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.267530Z
671,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.270996Z
672,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.275876Z
673,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.279922Z
674,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.283355Z
675,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.286465Z
676,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.290466Z
677,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.294396Z
678,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.298367Z
679,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.301662Z
680,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.304867Z
681,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.310212Z
682,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.314318Z
683,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.317619Z
684,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.320933Z
685,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.326415Z
686,contador,00:1B:44:11:3A:B7,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.329671Z
687,contador,00:1B:44:11:3A:B7,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.334079Z
688,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.337054Z
689,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.342024Z
690,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.345762Z
691,contador,00:1B:44:11:3A:BA,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.348986Z
692,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.352324Z
693,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.356057Z
694,contador,00:1B:44:11:3A:B9,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.360452Z
695,contador,00:1B:44:11:3A:B7,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.364332Z
696,contador,00:1B:44:11:3A:BA,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.367369Z
697,contador,00:1B:44:11:3A:B7,uni,,-15.794229,-47.882166,False,2025-06-11T21:55:57.370466Z
698,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.375893Z
699,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.379903Z
700,contador,00:1B:44:11:3A:BA,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.383169Z
701,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.386322Z
702,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.390914Z
703,contador,00:1B:44:11:3A:B7,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.395692Z
704,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,True,2025-06-11T21:55:57.398810Z
705,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.402907Z
706,contador,00:1B:44:11:3A:B7,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.409256Z
707,contador,00:1B:44:11:3A:B7,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.415002Z
708,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.419335Z
709,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.424544Z
710,contador,00:1B:44:11:3A:B8,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.430355Z
711,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.434189Z
712,contador,00:1B:44:11:3A:B9,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.437634Z
713,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.445212Z
714,contador,00:1B:44:11:3A:B9,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.450739Z
715,contador,00:1B:44:11:3A:B7,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.454082Z
716,contador,00:1B:44:11:3A:BA,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.460394Z
717,contador,00:1B:44:11:3A:B7,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.464988Z
718,contador,00:1B:44:11:3A:BA,uni,,-19.916681,-43.934493,False,2025-06-11T21:55:57.468625Z
719,contador,00:1B:44:11:3A:B8,uni,,-15.794229,-47.882166,True,2025-06-11T21:55:57.473534Z
720,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.479288Z
721,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.484399Z
722,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.487912Z
723,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.494147Z
724,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.498491Z
725,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.501659Z
726,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.505688Z
727,contador,00:1B:44:11:3A:B8,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.511345Z
728,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,False,2025-06-11T21:55:57.516099Z
729,contador,00:1B:44:11:3A:B9,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.519473Z
730,contador,00:1B:44:11:3A:B8,uni,,-22.906847,-43.172896,True,2025-06-11T21:55:57.524103Z
731,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,True,2025-06-11T21:55:57.530591Z
732,contador,00:1B:44:11:3A:BA,uni,,-23.55052,-46.633308,False,2025-06-11T21:55:57.538669Z
